,country,city_ascii,iso3
12406,United States,Sultan,USA
12407,United States,Edgewater Park,USA
12408,United States,Midland,USA
12409,United States,Quincy,USA
12410,United States,Perry Heights,USA
12411,United States,Robertsdale,USA
12412,United States,Burlington,USA
12413,United States,Susanville,USA
12414,Ireland,Shannon,IRL
12415,United States,Jerseyville,USA
12416,United States,Woodburn,USA
12417,United States,Franklin,USA
12418,United States,Gresham Park,USA
12419,United States,Zimmerman,USA
12420,United States,Harrodsburg,USA
12421,United States,Cape St. Claire,USA
12422,United States,Richlands,USA
12423,United States,Scott,USA
12424,United States,Closter,USA
12425,United States,Long Hill,USA
12426,United States,Riverdale,USA
12427,United States,Murrells Inlet,USA
12428,United States,Palm Beach,USA
12429,United States,Pineville,USA
12430,United States,Old Orchard Beach,USA
12431,United States,Center Moriches,USA
12432,United States,Riverside,USA
12433,United States,Mahopac,USA
12434,United States,Pike Creek,USA
12435,United States,Rhinelander,USA
12436,United States,Commerce,USA
12437,United States,Livingston,USA
12438,United States,Pine Lake Park,USA
12439,United States,Edgemere,USA
12440,United States,Holualoa,USA
12441,United States,Westampton,USA
12442,United States,North Sarasota,USA
12443,United States,Ivins,USA
12444,United States,Montvale,USA
12445,United States,Edgewood,USA
12446,United States,Heath,USA
12447,United States,Lake Villa,USA
12448,United States,Clarendon Hills,USA
12449,United States,Claymont,USA
12450,United States,Kirby,USA
12451,United States,Orange Park,USA
12452,United States,West Frankfort,USA
12453,United States,Fountain Inn,USA
12454,United States,Rio Vista,USA
12455,United States,Stuttgart,USA
12456,United States,South Kensington,USA
12457,United States,Perryton,USA
12458,United States,Clayton,USA
12459,United States,Lindstrom,USA
12460,United States,Fairless Hills,USA
12461,United States,Perryville,USA
12462,United States,Mayo,USA
12463,United States,Bonadelle Ranchos-Madera Ranchos,USA
12464,United States,Clinton,USA
12465,Guatemala,La Libertad,GTM
12466,United States,Lake Park,USA
12467,United States,Elsmere,USA
12468,United States,Orrville,USA
12469,United States,Frostburg,USA
12470,United States,Rockland,USA
12471,United States,Birch Bay,USA
12472,United States,Bridgeport,USA
12473,United States,East Grand Forks,USA
12474,United States,Monroe,USA
12475,Puerto Rico,San Sebastian,PRI
12476,United States,Ladue,USA
12477,United States,Cortez,USA
12478,United States,Wagoner,USA
12479,United States,Princeton,USA
12480,United States,Hampstead,USA
12481,United States,Temperance,USA
12482,United States,Laurel,USA
12483,United States,North Madison,USA
12484,United States,Dumbarton,USA
12485,United States,Nevada,USA
12486,United States,Los Altos Hills,USA
12487,United States,Morrisville,USA
12488,United States,Farmville,USA
12489,United States,Detroit Lakes,USA
12490,United States,Sanatoga,USA
12491,United States,Des Peres,USA
12492,Australia,Kingaroy,AUS
12493,United States,North Haledon,USA
12494,United States,Tallulah,USA
12495,United States,Georgetown,USA
12496,United States,Indian Harbour Beach,USA
12497,United States,Monett,USA
12498,Australia,Inverell,AUS
12499,United States,Buckhannon,USA
12500,United States,Signal Mountain,USA
12501,Argentina,Chos Malal,ARG
12502,United States,Perkasie,USA
12503,United States,Miramar Beach,USA
12504,United States,Westwego,USA
12505,United States,Corrales,USA
12506,United States,Wyoming,USA
12507,United States,Celebration,USA
12508,United States,Port Wentworth,USA
12509,United States,Bay Minette,USA
12510,United States,Clinton,USA
12511,United States,Mount Vista,USA
12512,United States,Prairie du Sac,USA
12513,United States,Willowbrook,USA
12514,United States,Aspen,USA
12515,United States,Evergreen,USA
12516,United States,Silver Springs Shores,USA
12517,United States,Floris,USA
12518,United States,White Horse,USA
12519,United States,Hazard,USA
12520,United States,Hoquiam,USA
12521,Namibia,Oranjemund,NAM
12522,United States,Moundsville,USA
12523,United States,Yarmouth,USA
12524,United States,Sunset Hills,USA
12525,Argentina,San Antonio Oeste,ARG
12526,United States,Glens Falls North,USA
12527,United States,Lake City,USA
12528,United States,Beaver Falls,USA
12529,United States,Pleasant Hill,USA
12530,United States,Corning,USA
12531,United States,Willow Street,USA
12532,United States,Fern Park,USA
12533,United States,Geneseo,USA
12534,United States,Monticello,USA
12535,United States,Gonzales,USA
12536,United States,Mount Pleasant,USA
12537,United States,Spotswood,USA
12538,Mali,Goundam,MLI
12539,United States,McFarland,USA
12540,United States,St. Johns,USA
12541,United States,Humboldt,USA
12542,United States,Carbondale,USA
12543,United States,Sheridan,USA
12544,United States,Westlake Village,USA
12545,United States,Kensington,USA
12546,United States,Paris,USA
12547,United States,University of Virginia,USA
12548,United States,Oakland,USA
12549,United States,Progress Village,USA
12550,United States,Gridley,USA
12551,United States,Litchfield,USA
12552,United States,Upper Saddle River,USA
12553,United States,Kulpsville,USA
12554,United States,Highland Heights,USA
12555,United States,Alamo Heights,USA
12556,United States,Hawthorn Woods,USA
12557,United States,Mason,USA
12558,United States,Sturgeon Bay,USA
12559,United States,Paw Paw,USA
12560,United States,Tuscumbia,USA
12561,United States,East York,USA
12562,United States,Cohasset,USA
12563,United States,Gaylord,USA
12564,United States,Jessup,USA
12565,United States,Runnemede,USA
12566,United States,Congers,USA
12567,United States,Greenville,USA
12568,United States,Riverside,USA
12569,United States,Socorro,USA
12570,United States,Chester,USA
12571,United States,New Prague,USA
12572,United States,Tecumseh,USA
12573,United States,Covington,USA
12574,United States,Richmond Heights,USA
12575,United States,McRae-Helena,USA
12576,United States,Conover,USA
12577,United States,Wading River,USA
12578,United States,St. Joseph,USA
12579,United States,Northfield,USA
12580,United States,Boonton,USA
12581,United States,Millersville,USA
12582,United States,York,USA
12583,United States,Jefferson City,USA
12584,United States,Murphy,USA
12585,United States,Pukalani,USA
12586,United States,Kennedale,USA
12587,United States,Oak Hill,USA
12588,United States,Aurora,USA
12589,United States,Savannah,USA
12590,United States,Ripley,USA
12591,United States,Thompsonville,USA
12592,United States,Holly,USA
12593,United States,Gering,USA
12594,United States,Whitehouse,USA
12595,United States,Bath,USA
12596,United States,Doylestown,USA
12597,United States,Lansdowne,USA
12598,United States,Oradell,USA
12599,United States,Johnstown,USA
12600,United States,Kenilworth,USA
12601,United States,Pebble Creek,USA
12602,United States,Wetumpka,USA
12603,United States,Thomson,USA
12604,United States,Denison,USA
12605,United States,Lopatcong,USA
12606,United States,Fairmount,USA
12607,United States,Hillsboro,USA
12608,United States,Canal Winchester,USA
12609,United States,Petoskey,USA
12610,United States,Old Jefferson,USA
12611,United States,Absecon,USA
12612,United States,Middleport,USA
12613,United States,Napoleon,USA
12614,United States,Center Line,USA
12615,United States,Savoy,USA
12616,United States,Innsbrook,USA
12617,United States,Waynesburg,USA
12618,United States,Aransas Pass,USA
12619,United States,Williamsburg,USA
12620,United States,Croton-on-Hudson,USA
12621,United States,Tuskegee,USA
12622,United States,Gulf Hills,USA
12623,United States,Fort Mitchell,USA
12624,United States,Irondale,USA
12625,United States,Arab,USA
12626,United States,St. Martin,USA
12627,United States,Bloomingdale,USA
12628,United States,Seffner,USA
12629,United States,Pismo Beach,USA
12630,United States,Rockwood,USA
12631,United States,Fletcher,USA
12632,United States,Kenton,USA
12633,United States,Milton,USA
12634,United States,Morehead,USA
12635,United States,Rolling Hills Estates,USA
12636,United States,Mystic Island,USA
12637,United States,Mount Joy,USA
12638,United States,Salem,USA
12639,United States,Aztec,USA
12640,United States,Ashland,USA
12641,Australia,Moree,AUS
12642,United States,Lake Carmel,USA
12643,United States,Clinton,USA
12644,United States,Hyrum,USA
12645,United States,Mahtomedi,USA
12646,United States,Decorah,USA
12647,United States,Bayport,USA
12648,United States,Fruitland Park,USA
12649,United States,Whitestown,USA
12650,United States,Laurel Hill,USA
12651,United States,Tillamook,USA
12652,United States,Country Club Estates,USA
12653,United States,Castle Shannon,USA
12654,United States,Applewood,USA
12655,United States,Bellevue,USA
12656,United States,Burton,USA
12657,United States,Nolensville,USA
12658,United States,Airway Heights,USA
12659,United States,Pingree Grove,USA
12660,United States,Crete,USA
12661,United States,Jennings Lodge,USA
12662,United States,Bridge City,USA
12663,United States,Sangaree,USA
12664,United States,Alliance,USA
12665,United States,Chestnut Ridge,USA
12666,United States,Lugoff,USA
12667,United States,Black Mountain,USA
12668,United States,Menominee,USA
12669,United States,Trinidad,USA
12670,United States,Niagara,USA
12671,United States,Brooksville,USA
12672,United States,Millis,USA
12673,United States,West Haven-Sylvan,USA
12674,United States,West Vero Corridor,USA
12675,United States,Roanoke,USA
12676,United States,Pleasant Hills,USA
12677,United States,Omak,USA
12678,United States,Village Green-Green Ridge,USA
12679,United States,St. Rose,USA
12680,United States,Dalhart,USA
12681,United States,Island Lake,USA
12682,Panama,Almirante,PAN
12683,United States,Oak Grove,USA
12684,United States,Monona,USA
12685,United States,North Weeki Wachee,USA
12686,United States,Westphalia,USA
12687,United States,Ahuimanu,USA
12688,United States,Hollymead,USA
12689,United States,Brazil,USA
12690,United States,Oak Brook,USA
12691,United States,Montrose,USA
12692,Papua New Guinea,Rabaul,PNG
12693,United States,Gilberts,USA
12694,Chile,Puerto Aysen,CHL
12695,United States,Fair Lakes,USA
12696,United States,Felida,USA
12697,United States,Vinton,USA
12698,United States,Waller,USA
12699,United States,Chardon,USA
12700,United States,Cumberland Hill,USA
12701,United States,Cedar Hills,USA
12702,United States,Richland Hills,USA
12703,United States,Hillside,USA
12704,United States,Sound Beach,USA
12705,United States,Brookhaven,USA
12706,United States,Fort Dix,USA
12707,United States,Firebaugh,USA
12708,United States,Willits,USA
12709,United States,Long Grove,USA
12710,Australia,Deniliquin,AUS
12711,United States,Fishersville,USA
12712,United States,Briarcliff Manor,USA
12713,United States,Crestwood Village,USA
12714,United States,Jefferson,USA
12715,United States,Ayer,USA
12716,United States,Raritan,USA
12717,United States,Long Branch,USA
12718,United States,Fort Belvoir,USA
12719,United States,Hastings-on-Hudson,USA
12720,United States,Ripon,USA
12721,Argentina,El Calafate,ARG
12722,United States,Brentwood,USA
12723,United States,Hamilton,USA
12724,United States,Templeton,USA
12725,United States,Logan,USA
12726,United States,Orting,USA
12727,United States,La Junta,USA
12728,United States,Odessa,USA
12729,United States,Abingdon,USA
12730,United States,Shorewood,USA
12731,United States,Robinwood,USA
12732,United States,West Long Branch,USA
12733,United States,Green Cove Springs,USA
12734,United States,Albion,USA
12735,United States,Dry Run,USA
12736,United States,Princeton,USA
12737,United States,Lake Dallas,USA
12738,United States,Oberlin,USA
12739,United States,Southwest Ranches,USA
12740,United States,Salem,USA
12741,United States,Latrobe,USA
12742,United States,Flushing,USA
12743,United States,Blair,USA
12744,United States,Camp Hill,USA
12745,United States,Old Forge,USA
12746,United States,Rathdrum,USA
12747,United States,Jersey Village,USA
12748,United States,South Boston,USA
12749,United States,Downingtown,USA
12750,United States,Sheboygan Falls,USA
12751,United States,Pahokee,USA
12752,United States,Cherry Valley,USA
12753,United States,Manhasset,USA
12754,United States,Medina,USA
12755,United States,Columbiana,USA
12756,United States,Middletown,USA
12757,United States,Bel Aire,USA
12758,United States,Venice Gardens,USA
12759,United States,Maryville,USA
12760,United States,Carnegie,USA
12761,United States,Port Jefferson,USA
12762,United States,Eaton,USA
12763,United States,Mecca,USA
12764,United States,West Boylston,USA
12765,United States,North Springfield,USA
12766,United States,Campbell,USA
12767,Albania,Erseke,ALB
12768,United States,Grand Blanc,USA
12769,Australia,Esperance,AUS
12770,United States,Mascoutah,USA
12771,United States,Baldwinsville,USA
12772,United States,South Cleveland,USA
12773,United States,Summit,USA
12774,United States,Crookston,USA
12775,United States,Carl Junction,USA
12776,United States,Prien,USA
12777,United States,Cheraw,USA
12778,United States,Blandon,USA
12779,Canada,Dryden,CAN
12780,United States,Selah,USA
12781,United States,Terrace Heights,USA
12782,United States,Woodlake,USA
12783,United States,Olivette,USA
12784,United States,Batesville,USA
12785,United States,Los Fresnos,USA
12786,United States,Covington,USA
12787,United States,Sallisaw,USA
12788,United States,Southwood Acres,USA
12789,United States,Dock Junction,USA
12790,United States,Bernardsville,USA
12791,United States,Duvall,USA
12792,United States,Colonie,USA
12793,United States,Fort Riley,USA
12794,United States,Jasper,USA
12795,United States,Grand Ledge,USA
12796,United States,Ashland,USA
12797,United States,Breckenridge,USA
12798,Nicaragua,San Juan del Sur,NIC
12799,United States,Oceano,USA
12800,United States,Milan,USA
12801,United States,Fruitvale,USA
12802,United States,Broadview,USA
12803,United States,Clover,USA
12804,United States,Joshua,USA
12805,United States,Manhattan,USA
12806,United States,Winters,USA
12807,United States,Butler,USA
12808,United States,Rockmart,USA
12809,United States,Ancient Oaks,USA
12810,United States,Delta,USA
12811,Puerto Rico,Canovanas,PRI
12812,United States,Quarryville,USA
12813,United States,Orosi,USA
12814,Australia,Victor Harbor,AUS
12815,United States,Quincy,USA
12816,United States,Catalina,USA
12817,United States,Seaford,USA
12818,United States,Mansfield Center,USA
12819,United States,Emerson,USA
12820,United States,Citrus Hills,USA
12821,United States,McGregor,USA
12822,United States,Hampton,USA
12823,United States,Larose,USA
12824,United States,Seville,USA
12825,United States,Ione,USA
12826,United States,Park City,USA
12827,United States,York,USA
12828,United States,Big Stone Gap,USA
12829,United States,Clear Lake,USA
12830,United States,Norwich,USA
12831,United States,Oakdale,USA
12832,United States,Centerville,USA
12833,United States,Inwood,USA
12834,United States,Antigo,USA
12835,United States,Scotia,USA
12836,United States,Round Lake Park,USA
12837,United States,River Oaks,USA
12838,United States,West Slope,USA
12839,United States,Half Moon,USA
12840,United States,Pittston,USA
12841,United States,Ormond-by-the-Sea,USA
12842,United States,Wapato,USA
12843,United States,Swainsboro,USA
12844,United States,Altoona,USA
12845,United States,Hastings,USA
12846,United States,South Beloit,USA
12847,United States,White Oak,USA
12848,United States,Fairfield,USA
12849,Canada,Revelstoke,CAN
12850,United States,Thomaston,USA
12851,United States,Sebastopol,USA
12852,United States,Rolesville,USA
12853,United States,Estes Park,USA
12854,United States,South Lockport,USA
12855,United States,Southeast Arcadia,USA
12856,United States,Galliano,USA
12857,United States,West Concord,USA
12858,United States,Pomona,USA
12859,United States,Hales Corners,USA
12860,United States,Benton,USA
12861,China,Heyin,CHN
12862,United States,Plaistow,USA
12863,United States,Gettysburg,USA
12864,United States,Eden Isle,USA
12865,United States,Grove,USA
12866,United States,Robinson,USA
12867,United States,Fort Scott,USA
12868,United States,Aberdeen,USA
12869,United States,New Roads,USA
12870,United States,Creston,USA
12871,United States,Auburn,USA
12872,United States,Sudden Valley,USA
12873,United States,Escalon,USA
12874,United States,Seminole,USA
12875,United States,Brighton,USA
12876,United States,Wilmington Manor,USA
12877,United States,Ogden,USA
12878,United States,Berlin,USA
12879,United States,Devils Lake,USA
12880,United States,Fairfax,USA
12881,United States,Carbondale,USA
12882,United States,Fort Pierce North,USA
12883,Puerto Rico,San Antonio,PRI
12884,United States,Lamar,USA
12885,United States,Kasson,USA
12886,United States,Haddon Heights,USA
12887,United States,Corona de Tucson,USA
12888,United States,Ojai,USA
12889,United States,Marshall,USA
12890,United States,Marengo,USA
12891,Canada,Happy Valley,CAN
12892,United States,Silvis,USA
12893,United States,Pinehurst,USA
12894,United States,Baltimore Highlands,USA
12895,United States,Aledo,USA
12896,United States,Monticello,USA
12897,United States,Calipatria,USA
12898,United States,Evergreen,USA
12899,United States,Lake Shore,USA
12900,United States,Dayton,USA
12901,United States,Pulaski,USA
12902,Mexico,San Pablo Villa de Mitla,MEX
12903,United States,Marion,USA
12904,United States,Philadelphia,USA
12905,United States,Highlands,USA
12906,United States,Pembroke,USA
12907,United States,Vandenberg Village,USA
12908,United States,Whitefish,USA
12909,United States,Southgate,USA
12910,United States,Mount Shasta,USA
12911,United States,Richfield,USA
12912,United States,Chehalis,USA
12913,United States,Zuni Pueblo,USA
12914,United States,Pinson,USA
12915,United States,Palmyra,USA
12916,United States,Delafield,USA
12917,United States,Diamondhead,USA
12918,United States,Saranac Lake,USA
12919,United States,Waupaca,USA
12920,United States,Sappington,USA
12921,United States,Helena Valley Southeast,USA
12922,United States,Inverness,USA
12923,United States,Strathmore,USA
12924,United States,Lockwood,USA
12925,Canada,Banff,CAN
12926,Australia,Young,AUS
12927,Canada,Yarmouth,CAN
12928,United States,Hughson,USA
12929,United States,Charlestown,USA
12930,United States,Webster City,USA
12931,United States,Ashland,USA
12932,United States,Hubbard,USA
12933,United States,Porters Neck,USA
12934,United States,River Rouge,USA
12935,United States,Winsted,USA
12936,United States,Waite Park,USA
12937,United States,Cotati,USA
12938,United States,Flowery Branch,USA
12939,United States,Beebe,USA
12940,United States,Morrow,USA
12941,United States,Rockton,USA
12942,United States,Franklin,USA
12943,United States,Homeland,USA
12944,United States,Fairlawn,USA
12945,United States,Woodlake,USA
12946,United States,Withamsville,USA
12947,United States,Middleborough Center,USA
12948,Guinea,Gaoual,GIN
12949,United States,Gold River,USA
12950,United States,Green,USA
12951,United States,Salida,USA
12952,United States,Glastonbury Center,USA
12953,United States,Wellington,USA
12954,United States,Whiteville,USA
12955,United States,New London,USA
12956,United States,Perry,USA
12957,United States,LaFayette,USA
12958,United States,Camp Pendleton North,USA
12959,United States,Middleton,USA
12960,United States,Villa Hills,USA
12961,United States,Yreka,USA
12962,United States,Payette,USA
12963,United States,Hempstead,USA
12964,United States,Harrison,USA
12965,United States,Charles City,USA
12966,United States,Summit View,USA
12967,United States,Northgate,USA
12968,United States,Marshfield,USA
12969,United States,New Bremen,USA
12970,United States,Santa Clara,USA
12971,United States,Providence,USA
12972,United States,Mount Horeb,USA
12973,United States,McCook,USA
12974,United States,Mentor-on-the-Lake,USA
12975,United States,Albertville,USA
12976,United States,Lake of the Woods,USA
12977,United States,Clarkston,USA
12978,United States,Jackson,USA
12979,Australia,Carnarvon,AUS
12980,United States,Osceola,USA
12981,United States,North Star,USA
12982,United States,Sandwich,USA
12983,United States,Midland Park,USA
12984,United States,Dos Palos,USA
12985,United States,Thurmont,USA
12986,United States,Herkimer,USA
12987,United States,Monument,USA
12988,United States,Florence,USA
12989,United States,Connellsville,USA
12990,United States,Northport,USA
12991,United States,La Feria,USA
12992,United States,Geneva,USA
12993,United States,Crystal City,USA
12994,United States,Torrington,USA
12995,United States,Edgerton,USA
12996,United States,Baywood,USA
12997,United States,Lowell,USA
12998,United States,Spring Valley Lake,USA
12999,United States,Forsyth,USA
13000,United States,Hiawatha,USA
13001,United States,West Dundee,USA
13002,United States,Wynne,USA
13003,United States,Smithville,USA
13004,United States,Dunbar,USA
13005,United States,Lincolnshire,USA
13006,United States,Tyrone,USA
13007,United States,Ralston,USA
13008,Puerto Rico,Utuado,PRI
13009,United States,Fair Plain,USA
13010,United States,Hudsonville,USA
13011,United States,Pleasantville,USA
13012,United States,New Cumberland,USA
13013,United States,Kenwood,USA
13014,United States,San Martin,USA
13015,United States,Huron,USA
13016,United States,Napili-Honokowai,USA
13017,United States,South Weber,USA
13018,United States,Port Jefferson Station,USA
13019,United States,Delphos,USA
13020,United States,Inverness,USA
13021,United States,Soldotna,USA
13022,United States,Valley Center,USA
13023,Australia,Leeton,AUS
13024,United States,St. Louis,USA
13025,United States,Tyrone,USA
13026,United States,Longboat Key,USA
13027,United States,Leola,USA
13028,United States,Lander,USA
13029,United States,Riverdale Park,USA
13030,United States,Neptune Beach,USA
13031,United States,Vandalia,USA
13032,United States,Ephrata,USA
13033,United States,Oakdale,USA
13034,United States,Corbin,USA
13035,United States,Freeland,USA
13036,United States,Pollock Pines,USA
13037,United States,Oak Grove,USA
13038,United States,Ponchatoula,USA
13039,United States,Scappoose,USA
13040,United States,Bonne Terre,USA
13041,United States,Canfield,USA
13042,United States,Strasburg,USA
13043,United States,Milan,USA
13044,United States,Skiatook,USA
13045,United States,Gonzales,USA
13046,United States,Bermuda Dunes,USA
13047,United States,East Hills,USA
13048,United States,Atherton,USA
13049,United States,Winooski,USA
13050,United States,Hillsborough,USA
13051,United States,El Rio,USA
13052,United States,Marksville,USA
13053,United States,University of California-Davis,USA
13054,United States,Palmyra,USA
13055,United States,Richland,USA
13056,United States,Bellbrook,USA
13057,United States,Austell,USA
13058,United States,Knoxville,USA
13059,United States,Green Brook,USA
13060,United States,Palmer,USA
13061,United States,West Glens Falls,USA
13062,United States,Mantua,USA
13063,Canada,La Sarre,CAN
13064,United States,Tolleson,USA
13065,United States,Springs,USA
13066,United States,Wauseon,USA
13067,United States,Willows,USA
13068,Argentina,Carhue,ARG
13069,United States,Rockville,USA
13070,United States,Pacific,USA
13071,United States,Rockport,USA
13072,United States,De Soto,USA
13073,United States,North Amherst,USA
13074,United States,Flatwoods,USA
13075,United States,Woodstock,USA
13076,United States,Bedford,USA
13077,United States,St. Helena,USA
13078,United States,Moab,USA
13079,United States,Milltown,USA
13080,United States,Stanwood,USA
13081,United States,Lawrenceville,USA
13082,United States,Walled Lake,USA
13083,United States,Laurium,USA
13084,United States,Sioux Center,USA
13085,United States,Crete,USA
13086,Australia,Gunnedah,AUS
13087,United Kingdom,Wick,GBR
13088,United States,Yardville,USA
13089,United States,Sausalito,USA
13090,United States,Nappanee,USA
13091,United States,Elsa,USA
13092,United States,Keystone Heights,USA
13093,United States,Dade City,USA
13094,United States,Umatilla,USA
13095,United States,Lower Allen,USA
13096,United States,Sanger,USA
13097,United States,Providence Village,USA
13098,United States,St. Joseph,USA
13099,United States,Floresville,USA
13100,United States,Berrien Springs,USA
13101,United States,Hornsby Bend,USA
13102,United States,Independence,USA
13103,United States,Lampasas,USA
13104,United States,Green Hill,USA
13105,United States,Ridgefield,USA
13106,United States,Northridge,USA
13107,United States,Paintsville,USA
13108,United States,St. Martinville,USA
13109,United States,Jackson,USA
13110,United States,Collinsville,USA
13111,United States,Landen,USA
13112,United States,Highland Heights,USA
13113,United States,Hudson Falls,USA
13114,United States,Lewisburg,USA
13115,United States,Fairview,USA
13116,United States,Gibsonville,USA
13117,United States,Crossett,USA
13118,United States,Nebraska City,USA
13119,United States,Belen,USA
13120,United States,Greenville,USA
13121,United States,Keyport,USA
13122,Australia,Narrabri,AUS
13123,United States,Lake Lorraine,USA
13124,Puerto Rico,Guanica,PRI
13125,United States,Ladera Heights,USA
13126,United States,Fort Myers Beach,USA
13127,United States,Gunnison,USA
13128,United States,Meraux,USA
13129,United States,Syracuse,USA
13130,United States,Franklin,USA
13131,United States,Lihue,USA
13132,United States,Hillsboro,USA
13133,United States,Lakes of the Four Seasons,USA
13134,United States,Lucas Valley-Marinwood,USA
13135,Canada,Stephenville,CAN
13136,United States,Tappan,USA
13137,Australia,Maryborough,AUS
13138,South Sudan,Kapoeta,SSD
13139,United States,Rochester,USA
13140,United States,Live Oak,USA
13141,Puerto Rico,Juana Diaz,PRI
13142,United States,Union Grove,USA
13143,United States,New Paltz,USA
13144,United States,Milton-Freewater,USA
13145,United States,Catoosa,USA
13146,United States,Wytheville,USA
13147,United States,Nuevo,USA
13148,United States,Stratford,USA
13149,United States,Milliken,USA
13150,United States,University Park,USA
13151,United States,Centerville,USA
13152,United States,Murillo,USA
13153,United States,St. Augustine Beach,USA
13154,United States,Orange City,USA
13155,United States,Madison Park,USA
13156,United States,Belle Isle,USA
13157,United States,Farr West,USA
13158,United States,Leitchfield,USA
13159,Australia,Stawell,AUS
13160,United States,Emmitsburg,USA
13161,United States,Mount Carmel,USA
13162,United States,Kingston,USA
13163,United States,Madison,USA
13164,United States,Mountainside,USA
13165,United States,Plumas Lake,USA
13166,United States,Kiel,USA
13167,United States,Ocean City,USA
13168,United States,Sturtevant,USA
13169,United States,Sedona,USA
13170,United States,Commerce,USA
13171,United States,Adel,USA
13172,United States,Marion,USA
13173,United States,Alta Sierra,USA
13174,Australia,Atherton,AUS
13175,United States,Bridge City,USA
13176,United States,Trumann,USA
13177,United States,Westmere,USA
13178,United States,Desert Palms,USA
13179,United States,Ashland,USA
13180,United States,Cottage Grove,USA
13181,United States,Treasure Island,USA
13182,United States,Mendota,USA
13183,United States,Black Jack,USA
13184,United States,Kentfield,USA
13185,United States,Huron,USA
13186,United States,Ben Lomond,USA
13187,United States,Portage Lakes,USA
13188,United States,Nibley,USA
13189,United States,Mira Monte,USA
13190,United States,Barnesville,USA
13191,United States,Sandston,USA
13192,United States,Allendale,USA
13193,United States,Whitinsville,USA
13194,United States,Thermalito,USA
13195,United States,Mechanicstown,USA
13196,United States,King,USA
13197,United States,Valley Park,USA
13198,United States,Chestertown,USA
13199,United States,Whitemarsh Island,USA
13200,United States,Farmington,USA
13201,United States,Welcome,USA
13202,United States,Milford,USA
13203,United States,Columbia Falls,USA
13204,United States,Brier,USA
13205,United States,Whitmore Lake,USA
13206,United States,North Patchogue,USA
13207,United States,Rumson,USA
13208,United States,Sturgis,USA
13209,United States,Old Greenwich,USA
13210,United States,Mead,USA
13211,United States,Linwood,USA
13212,United States,Perry,USA
13213,United States,Lutherville,USA
13214,United States,Lovejoy,USA
13215,United States,Kaufman,USA
13216,United States,Seward,USA
13217,United States,Roaring Spring,USA
13218,United States,Greenbrier,USA
13219,United States,Cos Cob,USA
13220,United States,Atkinson,USA
13221,United States,Mexia,USA
13222,United States,McCordsville,USA
13223,United States,Beacon Square,USA
13224,United States,Makawao,USA
13225,United States,Cochituate,USA
13226,United States,Clover Creek,USA
13227,United States,Russellville,USA
13228,United States,North Bend,USA
13229,United States,Kingsland,USA
13230,United States,Mount Vernon,USA
13231,United States,Bath,USA
13232,United States,Litchfield,USA
13233,United States,Loomis,USA
13234,United States,Mount Ivy,USA
13235,United States,Roslyn Heights,USA
13236,United States,Village St. George,USA
13237,United States,Cortland,USA
13238,United States,Lake Mills,USA
13239,Australia,Cowra,AUS
13240,United States,Fircrest,USA
13241,United States,Hondo,USA
13242,United States,Kimberly,USA
13243,United States,East Shoreham,USA
13244,United States,Byron,USA
13245,United States,Barrington,USA
13246,United States,Colusa,USA
13247,United States,Parkville,USA
13248,United States,Fort Meade,USA
13249,United States,Roeland Park,USA
13250,United States,Inniswold,USA
13251,United States,Bayville,USA
13252,United States,Twin Lakes,USA
13253,United States,Taylor Mill,USA
13254,United States,Maple Glen,USA
13255,United States,Crozet,USA
13256,Australia,Byron Bay,AUS
13257,United States,Plain City,USA
13258,United States,Youngtown,USA
13259,United States,Homeacre-Lyndora,USA
13260,United States,Blairsville,USA
13261,New Zealand,Thames,NZL
13262,United States,Enoch,USA
13263,United States,Creswell,USA
13264,United States,Merrimac,USA
13265,United States,Byron Center,USA
13266,United States,Junction City,USA
13267,United States,Brook Highland,USA
13268,United States,Winthrop Harbor,USA
13269,United States,Washington,USA
13270,United States,North Syracuse,USA
13271,United States,Bee Cave,USA
13272,United States,Greenville,USA
13273,United States,Ephraim,USA
13274,United States,Osprey,USA
13275,United States,Red Hook,USA
13276,United States,Camp Swift,USA
13277,United States,North Caldwell,USA
13278,United States,Edinboro,USA
13279,United States,Huntertown,USA
13280,United States,Interlaken,USA
13281,United States,Bremen,USA
13282,United States,Ambridge,USA
13283,United States,Hamilton,USA
13284,United States,Barberton,USA
13285,United States,Glendive,USA
13286,United States,Portage,USA
13287,United States,Plaquemine,USA
13288,United States,Myers Corner,USA
13289,United States,Locust Grove,USA
13290,United States,Nevada,USA
13291,United States,Gleneagle,USA
13292,United States,Groveland,USA
13293,United States,Stickney,USA
13294,United States,Aquia Harbour,USA
13295,United States,Stevensville,USA
13296,United States,Roosevelt,USA
13297,United States,South Hill,USA
13298,Argentina,Rinconada,ARG
13299,Burkina Faso,Gorom-Gorom,BFA
13300,United States,Columbia,USA
13301,United States,Selma,USA
13302,United States,Ellettsville,USA
13303,United States,Columbus,USA
13304,United States,Church Hill,USA
13305,United States,Fox Point,USA
13306,United States,Laurence Harbor,USA
13307,United States,South Patrick Shores,USA
13308,United States,Silver Lake,USA
13309,United States,Canton,USA
13310,United States,Martins Ferry,USA
13311,United States,Taneytown,USA
13312,United States,Loudoun Valley Estates,USA
13313,United States,Normandy Park,USA
13314,United States,Cherry Hills Village,USA
13315,United States,Rupert,USA
13316,United States,Cushing,USA
13317,United States,Montevallo,USA
13318,United States,Spring Hill,USA
